City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,usinsk,65.9939,57.5281,-1.07,78,100,9.83,RU,1715081513
363,kalix,65.853,23.1565,0.35,76,83,4.13,SE,1715081513
364,pacific grove,36.6177,-121.9166,10.24,88,20,4.92,US,1715081424
365,kapa'a,22.0752,-159.319,23.18,80,100,6.69,US,1715081513
366,yeniseysk,58.4497,92.1703,8.3,45,90,4.47,RU,1715081513
367,pella,59.7775,30.8181,6.03,47,100,3.19,RU,1715081513
368,walvis bay,-22.9575,14.5053,16.72,61,7,8.52,NA,1715081514
369,papao,-17.75,-149.55,27.82,82,67,9.63,PF,1715081514
370,petropavlovsk-kamchatsky,53.0452,158.6483,0.81,78,32,3.58,RU,1715081514
371,geraldton,-28.7667,114.6,20.23,77,0,2.57,AU,1715081514
372,gao,16.6362,1.637,41.86,8,93,6.56,ML,1715081514
373,san luis de la loma,17.2706,-100.8939,25.17,68,100,2.3,MX,1715081514
374,withernsea,53.7311,0.0335,15.14,87,37,5.15,GB,1715081515
375,olonkinbyen,70.9221,-8.7187,-1.34,89,97,1.82,SJ,1715081515
376,north platte,41.1239,-100.7654,10.77,44,98,8.05,US,1715081515
377,mount pearl,47.5166,-52.7813,6.92,89,100,5.66,CA,1715081443
378,la ronge,55.1001,-105.2842,9.14,66,100,5.14,CA,1715081472
379,luanda,-8.8368,13.2343,31.0,68,75,3.09,AO,1715081258
380,santana,-0.0583,-51.1817,27.1,94,75,2.06,BR,1715081397
381,acapulco de juarez,16.8634,-99.8901,25.9,78,40,2.06,MX,1715081268
382,leava,-14.3,-178.1667,29.16,80,100,5.46,WF,1715081516
383,harper,4.375,-7.7169,29.23,75,76,2.5,LR,1715081516
384,selfoss,63.9331,-20.9971,7.25,72,100,9.54,IS,1715081516
385,kapuskasing,49.4169,-82.4331,2.0,100,20,1.54,CA,1715081337
386,horsham,51.064,-0.3272,19.85,53,20,4.12,GB,1715081226
387,homer,59.6425,-151.5483,4.47,82,0,2.06,US,1715081516
388,higuera de zaragoza,25.95,-109.2833,19.18,82,96,1.74,MX,1715081516
389,aligudarz,33.4006,49.6949,16.18,28,0,11.16,IR,1715081517
390,oltinko'l,40.8011,72.1634,32.12,17,44,1.96,UZ,1715081517
391,sao felix do xingu,-6.6447,-51.995,27.08,71,60,1.73,BR,1715081517
392,donggang,28.9365,114.2259,22.61,76,100,0.76,CN,1715081517
393,cidade velha,14.9167,-23.6167,29.26,42,0,3.09,CV,1715081517
394,laguna,38.421,-121.4238,11.99,89,0,2.57,US,1715081517
395,ust'-ilimsk,58.0006,102.6619,10.8,38,87,6.26,RU,1715081517
396,fort st. john,56.2499,-120.8529,5.94,42,75,5.14,CA,1715081517
397,kongolo,-5.3833,27.0,33.36,43,28,1.96,CD,1715081518
398,talca,-35.4333,-71.6667,8.48,96,100,1.49,CL,1715081470
399,faya-largeau,17.9257,19.1043,40.94,8,0,8.23,TD,1715081518
400,ancud,-41.8697,-73.8203,5.85,84,86,3.17,CL,1715081518
401,hala,25.8131,68.4227,44.99,9,0,5.47,PK,1715081518
402,taroa,8.7058,171.2275,28.14,78,100,8.81,MH,1715081519
403,clinton,42.587,-82.9199,11.8,82,75,1.54,US,1715081308
404,kawanoecho,34.0167,133.5667,18.22,77,100,3.81,JP,1715081519
405,miles city,46.4083,-105.8406,6.54,87,100,13.89,US,1715081519
406,lihue,21.9789,-159.3672,22.77,81,100,6.69,US,1715081519
407,alo,7.4178,6.7371,36.81,42,90,1.48,NG,1715081519
408,rantauprapat,2.1,99.8333,25.79,93,98,0.31,ID,1715081519
409,waingapu,-9.6567,120.2641,25.94,80,1,4.96,ID,1715081519
410,calvinia,-31.4707,19.776,23.3,21,2,5.2,ZA,1715081520
411,thinadhoo,0.5333,72.9333,29.91,74,79,4.99,MV,1715081520
412,northam,51.0333,-4.2167,15.37,86,81,2.68,GB,1715081520
413,hualien city,23.9769,121.6044,24.4,88,98,1.22,TW,1715081373
414,lautoka,-17.6167,177.4667,24.92,83,75,3.09,FJ,1715081520
415,castillos,-34.1667,-53.8333,19.8,99,100,1.48,UY,1715081520
416,benoy,8.9833,16.3199,41.03,8,72,3.99,TD,1715081520
417,bahia blanca,-38.7196,-62.2724,13.21,78,54,2.99,AR,1715081321
418,redencao,-4.2258,-38.7306,26.26,87,82,2.95,BR,1715081521
419,akrehamn,59.2667,5.1833,12.9,71,0,4.63,NO,1715081521
420,kodiak,57.79,-152.4072,3.73,81,100,2.06,US,1715081521
421,naze,28.3667,129.4833,20.51,69,100,4.62,JP,1715081521
422,qui nhon,13.7667,109.2333,27.22,86,40,1.65,VN,1715081521
423,dunedin,-45.8742,170.5036,8.78,77,56,2.66,NZ,1715081478
424,tamluk,22.3,87.9167,30.99,63,94,7.62,IN,1715081521
425,miyaly,48.8844,53.7836,23.34,25,78,2.53,KZ,1715081522
426,port hedland,-20.3167,118.5667,25.03,73,6,2.06,AU,1715081489
427,palmer,42.1584,-72.3287,14.99,84,0,0.0,US,1715081326
428,talnakh,69.4865,88.3972,-5.44,92,100,2.61,RU,1715081522
429,mount isa,-20.7333,139.5,19.87,56,40,2.06,AU,1715081522
430,trevelin,-43.0858,-71.4639,1.37,97,99,1.84,AR,1715081522
431,haimen,23.1935,116.6142,23.94,86,99,3.09,CN,1715081522
432,ahtari,62.554,24.0619,6.39,34,100,5.29,FI,1715081523
433,mananwala,31.5842,73.6878,41.74,8,3,3.74,PK,1715081523
434,jijel,36.8205,5.7667,21.97,68,20,6.69,DZ,1715081333
435,colonia,50.9333,6.95,17.36,81,20,1.54,DE,1715081461
436,muynoq,43.7683,59.0214,24.45,42,100,10.76,UZ,1715081523
437,gustavsberg,59.3268,18.3898,11.25,42,2,3.81,SE,1715081523
438,point pedro,9.8167,80.2333,31.33,72,4,3.02,LK,1715081523
439,nabire,-3.3667,135.4833,25.35,93,100,1.97,ID,1715081523
440,walla walla,46.0646,-118.343,7.15,75,100,6.17,US,1715081524
441,kandukur,15.2167,79.9167,33.36,60,3,8.69,IN,1715081524
442,tir pul,34.5943,61.269,34.71,15,98,6.71,AF,1715081524
443,majuro,7.0897,171.3803,28.98,84,100,2.06,MH,1715081524
444,rio grande,-32.035,-52.0986,21.06,96,100,4.4,BR,1715081437
445,taphan hin,16.2209,100.4198,33.37,49,55,6.8,TH,1715081524
446,keflavik,64.0049,-22.5624,6.24,75,100,7.2,IS,1715081525
447,amethi,26.15,81.8167,40.06,17,44,1.93,IN,1715081525
448,chifeng,42.2683,118.9636,17.42,25,33,2.99,CN,1715081525
449,menongue,-14.6585,17.691,30.67,20,4,3.33,AO,1715081525
450,fort bragg,35.139,-79.006,20.67,91,100,3.6,US,1715081242
451,kuching,1.55,110.3333,29.12,84,20,2.06,MY,1715081455
452,bakchar,57.0186,82.0711,11.96,41,100,4.04,RU,1715081525
453,yamethin,20.4333,96.15,35.61,21,67,3.12,MM,1715081526
454,ar rahad,12.7167,30.65,40.76,7,1,7.26,SD,1715081526
455,ebon,4.582,168.6964,28.05,83,100,6.78,MH,1715081526
456,tumbes,-3.5667,-80.4414,24.15,69,99,2.13,PE,1715081526
457,horta,38.5333,-28.6333,18.8,93,40,7.15,PT,1715081526
458,polyarnyy,69.1989,33.4478,-0.49,71,50,7.68,RU,1715081526
459,sakaiminato,35.55,133.2333,13.99,100,75,4.12,JP,1715081526
460,eyl,7.9803,49.8164,31.16,65,79,4.83,SO,1715081526
461,zavodoukovsk,56.5042,66.5515,7.7,45,96,5.85,RU,1715081527
462,dalandzadgad,43.5708,104.425,23.93,12,15,4.41,MN,1715081527
463,krasnozavodsk,56.45,38.2167,6.08,60,100,4.85,RU,1715081527
464,nuuk,64.1835,-51.7216,-1.66,69,0,4.63,GL,1715081520
465,bargi,22.9833,79.8667,40.43,11,12,4.99,IN,1715081527
466,batavia,41.85,-88.3126,16.4,75,20,6.17,US,1715081231
467,queenstown,-31.8976,26.8753,27.34,16,0,6.89,ZA,1715081409
468,mulanje,-16.0316,35.5,29.25,44,11,3.36,MW,1715081382
469,jorpeland,59.0225,6.0408,16.17,66,94,2.41,NO,1715081528
470,kayangel,8.0823,134.7173,28.47,69,97,3.73,PW,1715081528
471,hammerfest,70.6634,23.6821,1.25,64,20,3.09,NO,1715081528
472,hidalgo,20.5,-99.0,18.31,56,98,2.75,MX,1715081528
473,robertsport,6.7533,-11.3686,29.16,75,71,2.76,LR,1715081528
474,medina,24.4686,39.6142,33.24,6,0,6.69,SA,1715081402
475,banda aceh,5.5577,95.3222,26.66,87,100,4.21,ID,1715081528
476,sinop,41.7711,34.8709,14.24,59,1,3.81,TR,1715081528
477,kurumkan,54.3,110.3,11.18,74,99,5.36,RU,1715081529
478,new norfolk,-42.7826,147.0587,12.72,81,100,0.31,AU,1715081529
479,nova vicosa,-17.8919,-39.3719,27.09,78,14,3.31,BR,1715081471
480,canutama,-6.5339,-64.3831,24.21,96,100,1.47,BR,1715081529
481,mbaiki,3.8678,17.9892,39.2,23,82,2.29,CF,1715081529
482,kimbe,-5.5502,150.1429,25.17,94,96,2.15,PG,1715081529
483,ciudad lazaro cardenas,17.9583,-102.2,21.7,84,100,1.37,MX,1715081530
484,tindouf,27.6711,-8.1474,34.25,10,75,2.06,DZ,1715081530
485,murun-kuren,49.6342,100.1625,17.09,44,100,5.09,MN,1715081530
486,nantucket,41.2835,-70.0995,14.52,99,20,6.17,US,1715081299
487,barra de santo antonio,-9.4047,-35.5072,23.6,86,100,4.32,BR,1715081530
488,pajan,-1.5667,-80.4167,22.78,94,94,1.24,EC,1715081530
489,son la,21.3167,103.9,21.06,99,100,0.83,VN,1715081530
490,hesla,24.0667,85.8833,30.04,37,75,3.8,IN,1715081530
491,santa ana de yacuma,-13.75,-65.4333,24.97,94,26,0.0,BO,1715081531
492,at taraf,25.3628,49.725,41.3,15,0,3.95,SA,1715081531
493,namtsy,62.7161,129.6658,5.97,79,100,6.29,RU,1715081531
494,pointe-noire,-4.7761,11.8635,31.04,70,20,7.2,CG,1715081531
495,pyt-yakh,60.7499,72.8582,3.7,93,100,4.38,RU,1715081282
496,thunder bay,48.4001,-89.3168,7.99,65,75,6.69,CA,1715081338
497,pokhara,28.2333,83.9833,18.88,74,95,3.33,NP,1715081531
498,i-n-salah,27.1935,2.4607,39.47,8,0,5.13,DZ,1715081531
499,luganville,-15.5333,167.1667,24.71,75,59,3.33,VU,1715081532
500,vyksa,55.3175,42.1744,2.35,98,100,4.74,RU,1715081532
501,boa vista,2.8197,-60.6733,23.99,100,75,1.03,BR,1715081511
502,peranamallur,12.5667,79.4333,35.09,48,77,8.03,IN,1715081532
503,ar ruways,24.1103,52.7306,31.88,56,10,6.14,AE,1715081532
504,mpulungu,-8.7623,31.1141,27.96,62,27,1.7,ZM,1715081532
505,bobo-dioulasso,11.1771,-4.2979,28.25,65,20,3.09,BF,1715081532
506,hasaki,35.7333,140.8333,19.22,94,100,12.18,JP,1715081532
507,baardheere,2.3446,42.2764,31.54,58,99,5.6,SO,1715081533
508,tofol,5.3248,163.0078,28.4,81,74,7.57,FM,1715081533
509,qamdo,31.1667,97.2333,7.37,58,80,5.42,CN,1715081533
510,beichengqu,40.4394,113.1536,18.12,22,2,3.36,CN,1715081533
511,dingli,35.8614,14.3822,21.09,73,20,6.69,MT,1715081533
512,saint-pierre,-21.3393,55.4781,27.82,54,2,12.86,RE,1715081533
513,flin flon,54.7682,-101.865,8.91,57,75,5.66,CA,1715081533
514,galliano,29.4422,-90.2992,26.0,88,100,2.57,US,1715081533
515,raipur,21.2333,81.6333,36.08,34,20,7.2,IN,1715081534
516,majene,-3.5403,118.9707,25.91,89,88,1.28,ID,1715081534
517,tomakomai,42.6369,141.6033,6.08,93,75,9.26,JP,1715081534
518,yemva,62.59,50.8594,3.77,29,99,3.06,RU,1715081534
519,markala,13.7021,-6.0659,38.39,27,47,5.61,ML,1715081534
520,whakatane,-37.9585,176.9854,8.76,91,32,0.89,NZ,1715081462
521,magadan,59.5667,150.8,3.07,99,97,1.59,RU,1715081534
522,piranhas,-16.4269,-51.8222,27.89,52,12,1.17,BR,1715081535
523,ulladulla,-35.35,150.4667,14.19,85,80,1.65,AU,1715081535
524,ust'-kut,56.7938,105.7672,11.35,26,86,5.81,RU,1715081535
525,hithadhoo,-0.6,73.0833,29.91,73,76,4.79,MV,1715081535
526,wegorzewo,54.2157,21.7372,12.35,51,24,4.96,PL,1715081535
527,childress,34.4264,-100.204,10.14,62,0,4.12,US,1715081269
528,codrington,-38.2667,141.9667,11.26,92,0,4.03,AU,1715081535
529,el quetzal,14.7667,-91.8167,22.09,89,93,2.37,GT,1715081535
530,hakui,36.8833,136.7833,18.08,94,100,3.71,JP,1715081536
531,kabinda,-6.1333,24.4833,32.51,35,7,3.19,CD,1715081536
532,piton saint-leu,-21.2196,55.3151,26.06,54,3,12.86,RE,1715081536
533,zouerate,22.7187,-12.4521,36.57,6,100,4.74,MR,1715081536
534,archangelos,36.2149,28.1149,21.99,29,6,2.65,GR,1715081536
535,athni,16.7333,75.0667,39.63,14,0,5.5,IN,1715081536
536,leh,34.1667,77.5833,4.58,54,41,1.46,IN,1715081536
537,antonio enes,-16.2325,39.9086,28.77,62,14,5.09,MZ,1715081537
538,tselinnoye,53.0833,85.6667,15.22,56,45,2.22,RU,1715081537
539,mont-laurier,46.5501,-75.4993,5.79,76,2,0.77,CA,1715081371
540,cuyo,10.8525,121.0086,30.1,72,36,4.44,PH,1715081537
541,angaur state,6.906,134.13,28.6,73,57,3.97,PW,1715081537
542,pangody,65.85,74.4859,-2.22,94,81,6.6,RU,1715081860
543,lazaro cardenas,17.9583,-102.2,21.7,84,100,1.37,MX,1715081861
544,banes,20.9625,-75.7186,25.72,85,22,4.23,CU,1715081861
545,moab,38.5733,-109.5498,7.03,31,23,3.49,US,1715081861
546,korla,41.7597,86.1469,30.5,10,99,4.94,CN,1715081861
547,island harbour,50.724,-1.2758,19.61,64,11,3.24,GB,1715081861
548,mana,5.6592,-53.7767,26.74,89,100,5.52,GF,1715081861
549,medowie,-32.7333,151.8667,17.61,92,100,0.0,AU,1715081861
550,wapi pathum,15.8452,103.3768,26.23,83,100,7.51,TH,1715081861
551,sohar,24.3643,56.7468,37.01,36,6,4.12,OM,1715081862
552,al jumum,21.6169,39.6981,36.88,13,0,6.61,SA,1715081862
553,borivli,19.2333,72.85,30.95,70,40,5.14,IN,1715081862
554,port lincoln,-34.7333,135.8667,15.72,81,0,6.3,AU,1715081862
555,pulivendla,14.4167,78.2333,38.0,28,54,6.16,IN,1715081862
556,auki,-8.7676,160.7034,26.22,91,100,1.53,SB,1715081862
557,nikolayevsk-on-amure,53.1406,140.73,4.01,56,3,2.24,RU,1715081862
558,gadani,25.1185,66.7299,34.12,70,0,7.07,PK,1715081862
559,quelimane,-17.8786,36.8883,27.97,65,40,3.86,MZ,1715081863
560,mamuju,-2.6748,118.8885,26.37,91,85,1.13,ID,1715081863
561,lyantor,61.6195,72.1555,2.93,100,100,4.83,RU,1715081863
562,deltebre,40.7499,0.7868,20.08,45,0,6.91,ES,1715081863
563,mendota,36.7536,-120.3816,10.18,85,42,3.3,US,1715081863
